A,B,C,D,E,F
1.422142863,24.15082359,978.8,,1.049109459,153.6959076
1.418926001,23.60554695,978.952,,1.051976919,153.741272
1.41503644,23.64941788,979.104,,1.049331307,153.7185211
1.411855578,24.94053459,979.256,,1.046703935,153.6826325
1.412284613,27.3205471,979.408,,1.044400454,153.7521973
1.416932464,29.92011643,979.56,,1.049731493,153.709259
1.419214249,30.94818306,979.712,,1.054093719,153.6911926
1.416766286,29.17656136,979.864,,1.058599949,153.7441559
1.414867401,28.04905319,980.016,,1.057930112,153.716629
1.411556959,27.97348213,980.168,,1.055014968,153.6542816
1.413100004,29.84375572,980.32,,1.052925706,153.71698
1.413747191,30.46120644,980.472,,1.054793119,153.7458038
1.416220546,30.01034164,980.624,,1.058158994,153.6864471
1.415932059,29.35560799,980.776,,1.056403875,153.7465057
1.411884427,27.23882484,980.928,,1.055699945,153.7459564
1.41110003,28.10667229,981.08,,1.055699945,153.6579742
1.411310315,26.90160751,981.232,,1.054881096,153.7114258
1.412099958,28.09968185,981.384,,1.051800013,153.72052
1.410706163,26.24848175,981.536,,1.051800013,153.6817474
1.405684471,27.60484886,981.688,,1.051981926,153.7498474
1.407399654,26.2902298,981.84,,1.051543117,153.7128754
1.408771396,27.50263977,981.992,,1.046506286,153.6617737
1.41092515,29.07309723,982.144,,1.042627573,153.7057343
1.410372496,31.95850182,982.296,,1.034694552,153.755127
1.413689852,33.9110527,982.448,,1.050600052,153.7367096
1.430987954,36.31490326,982.6,,1.115466595,153.727829
1.471637964,40.74070358,982.752,,1.258613586,153.5936737
1.552415967,43.93810272,982.904,,1.467881084,153.7677155
1.666810274,49.01659012,983.056,,1.627007604,153.7306824
1.791473985,48.03920364,983.208,,1.676056743,153.6451416
1.88564682,44.98316956,983.36,,1.619119763,153.7211914
1.94062078,36.98799133,983.512,,1.540771842,153.7372284
1.989328027,32.09766769,983.664,,1.440980911,153.7026825
2.01466012,30.00224876,983.816,,1.369220495,153.6955719
2.016323805,30.15838051,983.968,,1.337375879,153.7363739
1.999679565,29.85022354,984.12,,1.349760056,153.6413422
1.995699525,30.5209198,984.272,,1.354442477,153.7230988
1.981432557,29.80346489,984.424,,1.37591362,153.7343445
1.964609742,30.9128685,984.576,,1.381036997,153.7074127
1.921200275,29.47221565,984.728,,1.376399279,153.7164612
1.859585285,30.17938042,984.88,,1.339673758,153.7773438
1.803824902,28.77129173,985.032,,1.30301106,153.6376495
1.728312492,29.87566948,985.184,,1.294799924,153.7249451
1.679660082,27.05975342,985.336,,1.309900999,153.7057343
1.646799207,27.95936394,985.488,,1.332706213,153.7016144
1.671585083,26.29732704,985.64,,1.3110677,153.7204285
1.705943823,29.25624657,985.792,,1.293597937,153.7476349
1.736038208,29.10116005,985.944,,1.236149073,153.6338501
1.720615029,31.18876839,986.096,,1.210377932,153.7268372
1.663728356,30.50584984,986.248,,1.17873776,153.728653
1.591763616,29.40163803,986.4,,1.17249167,153.7169037
1.538881421,28.83605194,986.552,,1.173906326,153.7031708
1.512332082,26.65993691,986.704,,1.148696899,153.8148041
1.484987259,27.54203033,986.856,,1.117025733,153.6675415
1.464750171,28.74715614,987.008,,1.082949638,153.7286987
1.446732521,30.14433479,987.16,,1.065668345,153.7019806
1.433873773,32.41120148,987.312,,1.059494972,153.7293243
1.42710495,31.5328598,987.464,,1.058200717,153.724884
1.421900034,30.45622826,987.616,,1.054700017,153.7231598
1.421520591,30.40079689,987.768,,1.054127097,153.6711578
1.417905331,29.6294384,987.92,,1.049083471,153.760788
1.417358756,29.46640396,988.072,,1.052066445,153.6250763
1.421078563,27.51425552,988.224,,1.054441214,153.7312317
1.422813296,28.20482636,988.376,,1.0526402,153.6994476
1.421488404,27.23045921,988.528,,1.06207943,153.7332764
1.417081356,27.18623161,988.68,,1.068790555,153.6584015
1.418613792,27.17435455,988.832,,1.072278738,153.6985474
1.425944448,27.17933083,988.984,,1.061499953,153.6904297
1.427633643,26.77532196,989.136,,1.061213374,153.6627502
1.426309228,25.32588196,989.288,,1.058018088,153.7907105
1.420166969,25.36215401,989.44,,1.063165665,153.6596222
1.424056649,26.43509102,989.592,,1.058534384,153.7340241
1.42800951,29.14341927,989.744,,1.057234645,153.7177429
1.432364106,30.32205582,989.896,,1.051739693,153.7350006
1.428416491,29.83617973,990.048,,1.050684452,153.6570587
1.423479915,27.48915482,990.2,,1.048695326,153.7748871
1.417947412,28.77110672,990.352,,1.046742559,153.6156769
1.417000055,30.99875832,990.504,,1.043900013,153.776413
1.417137027,28.61224365,990.656,,1.043994546,153.7000885
1.419815302,28.74974823,990.808,,1.045855403,153.6138001
1.417999983,23.84245873,990.96,,1.044941902,153.7368317
1.417921424,26.78663063,991.112,,1.045707107,153.6938477
1.416074038,29.78339768,991.264,,1.040893436,153.6998291
1.418099523,34.92590332,991.416,,1.03789866,153.6679688
1.421023607,40.82822037,991.568,,1.032445669,153.8258362
1.4248842,43.32674027,991.72,,1.041099906,153.6100617
1.428396225,47.00177765,991.872,,1.080792904,153.738739
1.455466032,49.41057205,992.024,,1.183652759,153.6919556
1.513715386,50.90066528,992.176,,1.307606459,153.7578278
1.608765483,52.05986786,992.328,,1.396786571,153.7346191
1.681877136,50.25196838,992.48,,1.411484242,153.7230072
1.698829532,50.33081818,992.632,,1.372167945,153.6846161
1.670278072,46.99315262,992.784,,1.308646679,153.8086395
1.610730529,46.31560135,992.936,,1.218207836,153.6489563
1.53787446,42.70518494,993.088,,1.14331758,153.7412109
1.494002223,40.0504036,993.24,,1.089730978,153.6894684
1.459995866,35.84332275,993.392,,1.063500047,153.7257538
1.440447927,33.59930039,993.544,,1.055720449,153.6800079
1.431644917,31.66618156,993.696,,1.055699945,153.7964478
1.432592273,28.53996086,993.848,,1.051830769,153.6013031
1.431610346,24.4799633,994,,1.053680062,153.7431183
1.427751064,26.072155,994.152,,1.051824927,153.687561
1.427700043,28.03154373,994.304,,1.04983151,153.7285767
1.429663301,29.70366859,994.456,,1.04881835,153.6913605
1.43156004,28.54123879,994.608,,1.044981837,153.8479462
1.42779243,27.87494659,994.76,,1.046852827,153.5975037
1.428673625,31.23670578,994.912,,1.045926213,153.7450104
1.423942089,30.05366898,995.064,,1.053474784,153.6857147
1.423799992,28.19996262,995.216,,1.055637002,153.716095
1.41906631,23.79328346,995.368,,1.056569219,153.6242523
1.417069554,24.22771263,995.52,,1.051976442,153.8226013
1.415078402,25.42098808,995.672,,1.052664638,153.6405792
1.414999962,25.54362869,995.824,,1.048101544,153.746872
1.41222918,25.59161568,995.976,,1.046944618,153.6838226
1.412099958,24.11990166,996.128,,1.046900034,153.7198944
1.411149859,23.43814087,996.28,,1.046900034,153.6326599
1.412994981,21.57052803,996.432,,1.045004964,153.8750458
1.414895177,22.9598465,996.584,,1.043104649,153.6377564
1.415942192,26.0206089,996.736,,1.049407363,153.748764
1.416939616,29.71165848,996.888,,1.054404259,153.6819305
1.414283156,30.74264526,997.04,,1.053762913,153.7236023
1.408588171,30.1400547,997.192,,1.051924706,153.6261597
1.409131527,28.36166382,997.344,,1.053570271,153.8676453
1.410965681,27.14538574,997.496,,1.056394458,153.5862885
1.416567206,25.96210861,997.648,,1.058452964,153.7632752
1.417000055,24.46009636,997.8,,1.054072976,153.7291718
1.41248548,24.07024765,997.952,,1.050107122,153.7512512
1.409435749,22.640131,998.104,,1.048054576,153.6794281
1.408283949,23.70358658,998.256,,1.048724413,153.7406464
1.413588882,24.09792709,998.408,,1.050626755,153.6669312
1.420292854,27.25556183,998.56,,1.048978448,153.8765564
1.422716022,28.07328033,998.712,,1.050616264,153.5812225
1.421994686,29.78015709,998.864,,1.048988938,153.7531586
1.42009449,29.93901634,999.016,,1.052321315,153.677536
1.41899991,31.96269035,999.168,,1.049188972,153.7323761
1.420694828,31.36016083,999.32,,1.05149293,153.5998383
1.417409062,30.39848518,999.472,,1.050009966,153.842804
1.412626624,28.28873634,999.624,,1.055065036,153.6284943
1.407739639,27.4628849,999.776,,1.053030729,153.7550049
1.407199979,27.07182694,999.928,,1.054474354,153.6756744
1.408084512,28.67594338,1000.08,,1.050365925,153.7361755
1.406524301,28.84932709,1000.232,,1.05068183,153.6040497
1.406299949,28.59646988,1000.384,,1.053349853,153.8994751
1.407965541,26.35737228,1000.536,,1.05369997,153.6256867
1.412482262,26.3200016,1000.688,,1.05369997,153.756897
1.416497946,24.98444939,1000.84,,1.048645854,153.6737824
1.419518948,25.09339333,1000.992,,1.049550653,153.739975
1.419034004,24.40999222,1001.144,,1.051532269,153.5884552
1.419763207,26.22577477,1001.296,,1.05344069,153.8433685
1.417404175,26.84051704,1001.448,,1.05369997,153.5786438
1.417000055,27.96351624,1001.6,,1.052069306,153.8119965
1.419481635,28.90271759,1001.752,,1.05342567,153.6719208
1.425786257,28.72468948,1001.904,,1.055405974,153.7436829
1.427565455,26.87801933,1002.056,,1.054849625,153.5908508
1.426936984,25.99288559,1002.208,,1.052241445,153.9029541
1.424264669,26.69607544,1002.36,,1.048503876,153.5662231
1.422199368,26.73847771,1002.512,,1.05362916,153.7681274
1.421060204,25.99707794,1002.664,,1.058815479,153.7243195
1.41847229,26.08174515,1002.816,,1.057925463,153.7612915
1.416331053,27.22026253,1002.968,,1.054344893,153.6693878
1.410343528,26.12478828,1003.12,,1.050455093,153.7555389
1.409199953,25.8982048,1003.272,,1.04897058,153.6302795
1.41002655,26.40987968,1003.424,,1.0455755,153.8565216
1.412590146,27.76482773,1003.576,,1.044075847,153.5612488
1.41548264,27.71029854,1003.728,,1.045543075,153.7693176
1.417637944,28.61310387,1003.88,,1.046718955,153.7231293
1.420367241,29.55517387,1004.032,,1.049267173,153.7582855
1.418540478,28.75260353,1004.184,,1.049800038,153.6255646
1.417999983,28.11307716,1004.336,,1.04825902,153.8622131
1.417191744,26.8284111,1004.488,,1.047091603,153.5628204
1.418530822,26.09370995,1004.64,,1.04770577,153.8215332
1.418177247,25.24410057,1004.792,,1.047899962,153.6656494
1.415598869,25.31261253,1004.944,,1.048620462,153.7562408
1.414999962,25.33758736,1005.096,,1.047284007,153.5640259
1.413489461,25.76291084,1005.248,,1.046900034,153.8679047
1.415397883,27.33600998,1005.4,,1.049198747,153.5581665
1.416000009,27.21281624,1005.552,,1.051380038,153.8243408
1.416787386,26.84440041,1005.704,,1.056366921,153.6637878
1.41778481,25.0644989,1005.856,,1.053754687,153.7599487
1.417999983,25.54702759,1006.008,,1.052700043,153.5622406
1.419481039,23.59580231,1006.16,,1.048178792,153.9315643
1.417647123,24.44964218,1006.312,,1.048376083,153.5499573
1.4177742,24.63306236,1006.464,,1.048103094,153.772049
1.414991021,27.70893097,1006.616,,1.04712832,153.720398
1.412562251,28.38832855,1006.768,,1.044592977,153.7637482
1.412099958,27.58220482,1006.92,,1.043900013,153.5527802
1.409122109,26.14241409,1007.072,,1.045427561,153.8791657
1.405232429,23.8157444,1007.224,,1.048868537,153.5461578
1.40801549,24.87370682,1007.376,,1.049800038,153.7729492
1.412146807,25.41808701,1007.528,,1.050555944,153.7194977
1.416789413,26.44546127,1007.68,,1.049293399,153.7674561
1.413571477,26.35901451,1007.832,,1.048799992,153.547226
1.415017366,26.28886604,1007.984,,1.04663074,153.8863678
1.418161631,27.45390701,1008.136,,1.044409156,153.602478
1.42038548,26.19583511,1008.288,,1.041745901,153.7725372
1.419419885,25.78692818,1008.44,,1.044626713,153.6593018
1.417498946,25.12939072,1008.592,,1.046637535,153.8338928
1.417734742,25.77052498,1008.744,,1.048296332,153.6575012
1.417267919,24.94988632,1008.896,,1.048140883,153.772522
1.412696242,24.98720551,1009.048,,1.046440721,153.5396271
1.40688467,24.9518528,1009.2,,1.04517293,153.8923187
1.404575825,25.58783913,1009.352,,1.04352355,153.5375519
1.406392217,26.56955338,1009.504,,1.043649554,153.8367004
1.410003424,28.64076042,1009.656,,1.044619083,153.6562653
1.41110003,29.32134628,1009.808,,1.044183493,153.7745361
1.413884282,27.91815758,1009.96,,1.043257475,153.5384522
1.412226081,27.61502457,1010.112,,1.043640137,153.9517975
1.413225889,26.57837868,1010.264,,1.043262243,153.5420075
1.413394094,25.88879204,1010.416,,1.045047522,153.7714539
1.415139556,24.86286163,1010.568,,1.043156743,153.7185364
1.415299296,26.48311806,1010.72,,1.044733048,153.7739105
1.417722106,26.92934036,1010.872,,1.043177247,153.5422516
1.417578936,26.34803581,1011.024,,1.038591862,153.885025
1.418316126,25.73898506,1011.176,,1.031002402,153.5469208
1.418278933,26.25843811,1011.328,,1.040449143,153.7676544
1.431403399,27.25473023,1011.48,,1.073406577,153.6599426
1.459547281,27.14524651,1011.632,,1.132071614,153.8302612
1.495685697,27.35809517,1011.784,,1.17800343,153.5483551
1.519762039,28.56638527,1011.936,,1.167542815,153.9385986
1.516123414,29.8615551,1012.088,,1.119549632,153.5552063
1.489982009,31.47248268,1012.24,,1.069964051,153.7639465
1.456523895,30.16253281,1012.392,,1.051407695,153.6617889
1.430912972,28.42933083,1012.544,,1.049800038,153.8273773
1.417334914,24.9070549,1012.696,,1.049133301,153.5531311
1.414697409,23.12592506,1012.848,,1.046874285,153.873764
1.415661216,22.97427559,1013,,1.045238495,153.5581818
1.415341497,24.19819641,1013.152,,1.044899941,153.7601471
1.413097858,25.47915268,1013.304,,1.045556188,153.6636963
1.412753224,24.9857769,1013.456,,1.049755931,153.766983
1.413100004,24.13014412,1013.608,,1.052385807,153.6106415
1.413100004,23.67343903,1013.76,,1.052700043,153.8726959
1.413100004,23.72834587,1013.912,,1.04960072,153.6205902
1.4137429,24.8828392,1014.064,,1.049121738,153.761261
1.415316701,25.56882095,1014.216,,1.049159646,153.6655426
1.415362239,26.45202065,1014.368,,1.048799992,153.7651367
1.413793445,25.92965889,1014.52,,1.04695797,153.7224731
1.415566325,25.74477005,1014.672,,1.046532512,153.7699738
1.417629719,25.24065208,1014.824,,1.046900034,153.5585175
1.41856432,26.39979172,1014.976,,1.048091888,153.860611
1.415902853,27.33399582,1015.128,,1.048237801,153.5713348
1.414100051,27.26984215,1015.28,,1.047277927,153.7513733
1.415896177,26.05373955,1015.432,,1.045661092,153.6680756
1.418789506,23.93002129,1015.584,,1.046133637,153.8178406
1.422911525,24.27249908,1015.736,,1.048066974,153.5688477
1.423637271,25.43284988,1015.888,,1.050023079,153.9099884
1.424666882,26.47766876,1016.04,,1.049034119,153.5838165
1.421614289,26.57681274,1016.192,,1.046687365,153.7476807
1.421859384,26.11433983,1016.344,,1.044692636,153.6699219
1.42265749,26.3508358,1016.496,,1.043359041,153.815033
1.424234748,27.1643734,1016.648,,1.04353857,153.5736084
1.422879577,26.77395439,1016.8,,1.045687437,153.8493652
1.41917932,26.04601097,1016.952,,1.049806595,153.5825806
1.416818619,24.59565163,1017.104,,1.05292201,153.7438812
1.416588068,24.79922485,1017.256,,1.05311203,153.6718292
1.414131641,25.76102829,1017.408,,1.051002622,153.7588501
1.413265467,26.45513535,1017.56,,1.048692942,153.6227875
1.41351974,26.6871109,1017.712,,1.045579791,153.8523712
1.414197803,25.69579506,1017.864,,1.043900013,153.6408234
1.414482355,25.98814201,1018.016,,1.044474721,153.749176
1.415760279,26.11726952,1018.168,,1.04604435,153.673645
1.416430235,25.67643166,1018.32,,1.046900034,153.7570496
1.414922357,25.11566353,1018.472,,1.047466874,153.5734253
1.412970901,26.12327194,1018.624,,1.050100803,153.8902741
1.414291263,28.30741882,1018.776,,1.051238298,153.6035309
1.41711843,29.67178154,1018.928,,1.050240994,153.7364655
1.416886926,27.42577744,1019.08,,1.048742771,153.6755371
1.416553974,25.26059914,1019.232,,1.047346234,153.7551575
1.414850235,25.91215515,1019.384,,1.047451139,153.6761322
1.416830421,27.16661453,1019.536,,1.045705795,153.7545624
1.418862224,28.28055,1019.688,,1.044991851,153.6291504
1.420120359,28.05480385,1019.84,,1.046443343,153.8417206
1.417139053,28.17755508,1019.992,,1.049549341,153.6011505
1.41412282,27.60477829,1020.144,,1.052284241,153.7314911
1.41451788,26.4252243,1020.296,,1.051682711,153.6780243
1.416178942,26.24060059,1020.448,,1.052877903,153.7526703
1.418477297,26.16900253,1020.6,,1.054169774,153.6319733
1.419427753,25.96831322,1020.752,,1.056812525,153.8370056
1.419374943,25.35226822,1020.904,,1.057552695,153.6068573
1.418429852,25.79534721,1021.056,,1.057214618,153.7276917
1.417999983,26.92676544,1021.208,,1.058080316,153.6799164
1.419499636,27.42831802,1021.36,,1.056100488,153.7507629
1.418893576,27.76214218,1021.512,,1.052179337,153.6347351
1.416488171,27.61037445,1021.664,,1.048315764,153.8811951
1.414013505,26.98591614,1021.816,,1.047409177,153.625473
1.412606835,25.53160477,1021.968,,1.049368978,153.723999
1.414058089,24.39811897,1022.12,,1.048834682,153.6817627
1.414047003,24.64936447,1022.272,,1.047401309,153.7489166
1.413598895,25.40524292,1022.424,,1.046403885,153.5897064
1.411668301,26.03008461,1022.576,,1.047826767,153.8616486
1.410631418,26.20290184,1022.728,,1.04887557,153.6321564
1.412590981,26.24172592,1022.88,,1.046409249,153.7201996
1.415004373,26.90649605,1023.032,,1.042580366,153.68367
1.418894053,28.51146126,1023.184,,1.037643313,153.7470093
1.422300696,29.9377327,1023.336,,1.026682735,153.5935059
1.423367619,33.72357559,1023.488,,1.011460662,153.8551025
1.427055717,39.74569321,1023.64,,1.037140966,153.6852112
1.451550841,46.26584625,1023.792,,1.132535934,153.7316132
1.510538936,50.47225571,1023.944,,1.295680285,153.6855164
1.596769214,50.06853867,1024.096,,1.45369792,153.7913666
1.689460635,49.71670532,1024.248,,1.580610752,153.7448883
1.776789546,49.93871307,1024.4,,1.704123616,153.7164917
1.867848873,50.93575287,1024.552,,1.745968223,153.8059235
1.946481347,50.91083145,1024.704,,1.730817318,153.7458191
1.969019651,49.41293335,1024.856,,1.715867758,153.7164612
1.9378016,47.05076981,1025.008,,1.664549589,153.7146301
1.888605475,44.32960129,1025.16,,1.55734539,153.8036041
1.834579587,42.08318329,1025.312,,1.413698435,153.8338165
1.773008227,38.57714844,1025.464,,1.294546127,153.6626434
1.72647202,35.64759827,1025.616,,1.243363261,153.6815491
1.736144424,32.89185715,1025.768,,1.245642543,153.888092
1.799449325,31.40074348,1025.92,,1.260281086,153.7821655
1.851732969,30.94016457,1026.072,,1.242262721,153.631134
1.85355401,29.82307816,1026.224,,1.225466132,153.7651215
1.849624038,29.46204186,1026.376,,1.242139101,153.8356171
1.881793618,28.88488197,1026.528,,1.283577681,153.6682434
1.938661337,29.0749073,1026.68,,1.3339504,153.7632904
1.986359119,30.88756561,1026.832,,1.352721572,153.8355866
1.997477889,31.89147186,1026.984,,1.334044337,153.7506867
1.977623224,32.00725555,1027.136,,1.316662192,153.7163086
1.937041402,30.43843842,1027.288,,1.306774497,153.7147827
1.910253406,28.86866188,1027.44,,1.308462501,153.7987366
1.894492626,28.38833046,1027.592,,1.292590618,153.7546845
1.887245894,28.13292313,1027.744,,1.291593194,153.7993164
1.878109932,29.75413132,1027.896,,1.277984738,153.7526398
1.865766883,32.79574966,1028.048,,1.246632338,153.7162476
1.831313372,37.14067841,1028.2,,1.217967749,153.7148438
1.759934306,38.98231888,1028.352,,1.23578763,153.7967682
1.700210094,37.77896118,1028.504,,1.340918899,153.7565918
1.728227019,35.67432785,1028.656,,1.486450434,153.7148743
1.83936286,35.54261398,1028.808,,1.582096577,153.7958374
1.962218881,35.48495102,1028.96,,1.567795277,153.8340759
1.991373062,32.73021317,1029.112,,1.528110743,153.6773987
1.97418654,29.86115646,1029.264,,1.472001791,153.6742859
1.959914565,28.99233818,1029.416,,1.429751992,153.8728333
1.946764588,31.43621826,1029.568,,1.404539108,153.7974091
1.942303419,32.0535202,1029.72,,1.362667799,153.6383972
1.925257564,30.88518524,1029.872,,1.319180369,153.7503662
1.908466816,28.50614929,1030.024,,1.295631766,153.8353577
1.890172005,27.29732513,1030.176,,1.272608638,153.7575073
1.878763318,27.60049057,1030.328,,1.254912615,153.716095
1.876042843,28.74455261,1030.48,,1.245407105,153.719986
1.87861371,31.05647087,1030.632,,1.261288405,153.79216
1.880927444,31.83200264,1030.784,,1.279163718,153.8352966
1.882799983,31.38640022,1030.936,,1.289018273,153.7590942
1.887235761,30.36665916,1031.088,,1.302996516,153.7160339
1.897199035,29.3243084,1031.24,,1.314855933,153.7150421
1.901397586,30.30417824,1031.392,,1.323013425,153.790329
1.901968479,31.09634209,1031.544,,1.318089485,153.7603912
1.895437837,32.66135407,1031.696,,1.288297653,153.7160034
1.867331028,31.59036827,1031.848,,1.261625767,153.7150879
1.806266666,30.46356583,1032,,1.226266742,153.8619843
1.737804294,29.72472191,1032.152,,1.197400093,153.8082581
1.670479178,30.21264076,1032.304,,1.164190054,153.6435547
1.625469565,31.11166,1032.456,,1.139840365,153.8143616
1.580961943,30.42404747,1032.608,,1.123359084,153.8101654
1.561405063,30.570858,1032.76,,1.131315589,153.6444855
1.559147358,29.08233643,1032.912,,1.153143883,153.7380219
1.586955786,29.01183128,1033.064,,1.17794168,153.835144
1.612363339,29.17033196,1033.216,,1.168576121,153.7639465
1.615647078,30.05283356,1033.368,,1.122864842,153.7158814
1.594495654,30.05530167,1033.52,,1.078407049,153.7873993
1.562598348,30.58994103,1033.672,,1.068775654,153.6976166
1.545854926,32.44252014,1033.824,,1.13939631,153.7343597
1.595865846,34.46799469,1033.976,,1.241168499,153.8350678
1.688861013,34.34616852,1034.128,,1.290680051,153.7659149
1.771435142,32.21990585,1034.28,,1.269980907,153.7158203
1.812573433,30.52249527,1034.432,,1.250844836,153.7855072
1.8352952,27.60295487,1034.584,,1.246692658,153.7668915
1.849635363,26.13119888,1034.736,,1.223589778,153.7157898
1.817551851,25.09821892,1034.888,,1.198572397,153.7153015
1.756694198,25.74112892,1035.04,,1.175528884,153.7825623
1.699502945,27.25517464,1035.192,,1.148238063,153.8345184
1.646744609,26.89825058,1035.344,,1.134199977,153.7026672
1.593614101,26.30476761,1035.496,,1.124454022,153.6618652
1.556680083,25.90684509,1035.648,,1.120648027,153.8467102
1.549335718,28.47751045,1035.8,,1.114032269,153.8235016
1.548732519,31.48702049,1035.952,,1.114333868,153.6508331
1.541188121,32.13007355,1036.104,,1.117961168,153.7251129
1.533580542,31.97690392,1036.256,,1.111992955,153.8349152
1.524882078,31.44122505,1036.408,,1.080849052,153.7089386
1.514775395,28.94161415,1036.56,,1.055359602,153.7232513
1.495303989,26.10362625,1036.712,,1.048069239,153.8348846
1.484136343,25.54240799,1036.864,,1.047844887,153.7717438
1.472922683,26.92495537,1037.016,,1.050813437,153.7156372
1.466605425,29.58239174,1037.168,,1.043903947,153.7154541
1.462658525,29.34555817,1037.32,,1.050282955,153.77771
1.461899996,29.70390511,1037.472,,1.051322341,153.7750397
1.460529923,28.24814034,1037.624,,1.045642495,153.7789459
1.454042673,28.57991982,1037.776,,1.029934168,153.7736664
1.446607232,27.7984333,1037.928,,1.020005584,153.7155762
1.443865895,29.65278435,1038.08,,1.013275623,153.7155151
1.442828655,30.14938355,1038.232,,1.020789504,153.7757416
1.445839882,32.65338516,1038.384,,1.028746247,153.776947
1.452697873,30.79383278,1038.536,,1.032019734,153.7155457
1.458435655,32.38180542,1038.688,,1.037032604,153.774765
1.459355116,31.88733482,1038.84,,1.03636384,153.8347778
1.45825398,34.49337006,1038.992,,1.047262192,153.7175293
1.466778636,34.7963829,1039.144,,1.045529842,153.6545715
1.486269951,35.59739685,1039.296,,1.046676636,153.8314514
1.507290721,33.68847275,1039.448,,1.044006348,153.8387604
1.517792344,32.45671845,1039.6,,1.056124926,153.6580963
1.524057388,31.53732681,1039.752,,1.079044581,153.7103577
1.53606534,31.62491798,1039.904,,1.106732249,153.8346558
1.567005038,29.78706551,1040.056,,1.121921778,153.7239533
1.603481889,28.86860466,1040.208,,1.107494474,153.7084961
1.618674517,30.35645104,1040.36,,1.076914907,153.8346252
1.568192124,30.45140839,1040.512,,1.048433304,153.7795105
1.509200096,30.51708984,1040.664,,1.038100004,153.7153931
1.457227945,28.83171654,1040.816,,1.039512634,153.7156982
1.449717522,29.18479347,1040.968,,1.046774507,153.7698975
1.452626586,28.4064846,1041.12,,1.049762487,153.8349457
1.454753757,27.92512322,1041.272,,1.042873144,153.7266846
1.452112794,26.95911026,1041.424,,1.031528115,153.7054596
1.447619081,28.36463928,1041.576,,1.023399949,153.7835083
1.450988054,28.54838944,1041.728,,1.031320453,153.7157593
1.467936277,29.22935677,1041.88,,1.084334612,153.7679749
1.523189902,28.73073769,1042.032,,1.162655354,153.7844544
1.61242795,29.34812737,1042.184,,1.221699953,153.7157898
1.692712784,30.11531639,1042.336,,1.211866617,153.7669983
1.719623208,29.96037102,1042.488,,1.149279237,153.8350372
1.666231394,29.25032806,1042.64,,1.093899965,153.7322846
1.570812941,28.69376755,1042.792,,1.058486819,153.6472931
1.487908959,30.28546333,1042.944,,1.041563034,153.8161011
1.449404597,31.68917656,1043.096,,1.043794394,153.854126
1.437415838,32.82381821,1043.248,,1.037781596,153.6653595
1.430958509,29.45675468,1043.4,,1.04213655,153.6956024
1.432988048,26.91222191,1043.552,,1.044044018,153.8343964
1.436656714,24.66834831,1043.704,,1.051954866,153.7862701
1.444055915,26.40129471,1043.856,,1.059599996,153.7151794
1.442034244,27.1842823,1044.008,,1.058491349,153.7657929
1.439007282,27.7396698,1044.16,,1.050072193,153.787262
1.434799314,28.05474281,1044.312,,1.044899941,153.7151489
1.428898573,28.68514061,1044.464,,1.045254231,153.7648315
1.422333956,30.50131226,1044.616,,1.047784448,153.7427673
1.418101311,31.17974091,1044.768,,1.046900034,153.6899872
1.418371081,31.67413139,1044.92,,1.046900034,153.8343048
1.414100051,31.09200096,1045.072,,1.046684742,153.7892304
1.414299369,30.10023117,1045.224,,1.044794917,153.7150879
1.4166013,28.34705162,1045.376,,1.044309497,153.7160034
1.421999574,27.67816925,1045.528,,1.048089504,153.7602234
1.422610164,27.80209351,1045.68,,1.049800038,153.8352661
1.41972065,29.69250488,1045.832,,1.04933703,153.7451935
1.417457104,29.16935539,1045.984,,1.044899941,153.6866455
1.412447214,29.25695419,1046.136,,1.044810653,153.8352966
1.416000009,27.11181641,1046.288,,1.044324398,153.7470398
1.416083694,25.44176483,1046.44,,1.049052,153.6400299
1.416764021,23.32262802,1046.592,,1.051800013,153.8008575
1.414327383,26.05198479,1046.744,,1.051721215,153.8693848
1.417296767,28.02952957,1046.896,,1.05057919,153.6726532
1.420899987,31.23097229,1047.048,,1.047679544,153.6807404
1.420694709,31.14105606,1047.2,,1.044694424,153.834137
1.417864442,30.3385601,1047.352,,1.041931868,153.7940979
1.4161309,27.52383232,1047.504,,1.0413872,153.7149353
1.418243527,25.17188454,1047.656,,1.04701972,153.716156
1.421839833,24.95819283,1047.808,,1.04903543,153.7553558
1.420674205,25.17444611,1047.96,,1.05259037,153.7966614
1.416890264,23.45808411,1048.112,,1.050744891,153.7161865
1.415052533,23.9480896,1048.264,,1.049747586,153.7543945
1.416099191,26.59433174,1048.416,,1.048849821,153.7976227
1.41790545,30.54432678,1048.568,,1.049894571,153.7563782
1.416172624,31.39323807,1048.72,,1.051840186,153.7969971
1.419983864,30.37060738,1048.872,,1.052620292,153.7148285
1.421939015,28.75372696,1049.024,,1.050839305,153.7162476
1.422863245,26.50657082,1049.176,,1.051689744,153.7524262
1.421900034,25.85992432,1049.328,,1.048834086,153.8355255
1.421900034,25.98522568,1049.48,,1.049768567,153.7599487
1.421871662,29.36493683,1049.632,,1.048799992,153.6337128
1.420824409,28.48785973,1049.784,,1.048750162,153.7874908
1.417999983,28.62030792,1049.936,,1.046876431,153.8477936
1.418039441,28.73605728,1050.088,,1.045941949,153.6327667
1.419918418,28.0547142,1050.24,,1.047863245,153.7855988
1.420991063,26.79320526,1050.392,,1.045915723,153.8846588
1.426709175,25.5709362,1050.544,,1.046873808,153.6799164
